0	1.53
1	4.54
2	2.48
3	2.14
4	2.11
5	1.74
6	1.68
7	3.74
8	1.61
9	1.77
10	1.94
11	1.86
12	1.78
13	1.82
14	1.65
15	1.69
16	1.82
17	1.71
18	1.9
19	2.11
20	2.54
21	1.97
22	1.84
23	2.06
24	1.62
25	1.79
26	1.66
27	1.97
28	1.79
29	1.76
30	2.24
31	2.69
32	1.82
33	1.75
34	1.62
35	2.46
36	1.83
37	2.43
38	2.76
39	1.51
40	1.46
41	1.75
42	1.63
43	1.67
44	2.27
45	2.35
46	2.04
47	1.84
48	2.2
49	2.19
50	2.08
51	2.31
52	2.26
53	2.04
54	1.65
55	1.77
56	1.64
57	1.77
58	2.08
59	2.2
60	1.75
61	2.27
62	1.71
63	4.32
64	2.08
65	1.9
66	1.85
67	1.69
68	1.95
69	1.77
70	1.84
71	1.83
72	2.14
73	1.91
74	1.74
75	1.75
76	1.9
77	1.93
78	1.74
79	2.05
80	2.39
81	2.33
82	1.61
83	2
84	1.9
85	1.77
86	1.87
87	2.3
88	1.81
89	1.68
90	1.77
91	2.03
92	2.03
93	2.01
94	2.14
95	1.91
96	1.89
97	1.87
98	1.63
99	2.76
100	1.75
101	1.99
102	2.92
103	1.84
104	1.65
105	1.75
106	2.5
107	1.91
108	2.13
109	2.25
110	1.77
111	3.44
112	2.46
113	1.91
114	1.92
115	1.88
116	1.48
117	1.65
118	2.14
119	2.24
120	1.56
121	1.96
122	1.8
123	1.94
124	1.77
125	1.93
126	2.24
127	1.81
128	1.61
129	1.9
130	1.75
131	1.98
132	2.07
133	1.82
134	1.91
135	1.95
136	1.92
137	1.95
138	2.33
139	1.85
140	1.8
141	2.2
142	1.68
143	1.86
144	1.66
145	1.8
146	2.9
147	1.63
148	2.24
149	1.99
150	2.37
151	1.8
152	1.69
153	1.68
154	2.05
155	2.47
156	2.37
157	2.23
158	2.27
159	1.53
160	1.53
161	2.08
162	1.94
163	1.85
164	1.5
165	1.75
166	1.8
167	2.38
168	1.77
169	1.51
170	1.95
171	1.89
172	5.61
173	2.22
174	2.25
175	2.1
176	2.74
177	3.99
178	3.34
179	2.19
180	2.49
181	2.8
182	2.25
183	1.56
184	1.85
185	2.01
186	1.82
187	1.71
188	1.84
189	1.8
190	2.77
191	2.1
192	1.77
193	1.7
194	1.65
195	1.76
196	2.14
197	2.93
198	2.07
199	2.46
200	1.66
201	2.79
202	2.07
203	1.46
204	2.01
205	1.53
206	2.88
207	1.88
208	1.86
209	2.07
210	1.69
211	2.01
212	2.2
213	2.11
214	1.92
215	3.86
216	3.75
217	1.53
218	1.57
219	2.17
220	1.81
221	2.34
222	2.03
223	1.7
224	1.69
225	1.74
226	1.94
227	1.94
228	1.89
229	2.06
230	2.11
231	1.91
232	1.91
233	2.12
234	1.85
235	1.94
236	1.99
237	2.06
238	2
239	1.97
240	2.12
241	2.12
242	1.69
243	1.62
244	2.21
245	1.98
246	1.8
247	1.97
248	2.02
249	1.99
250	1.88
251	1.89
252	2.01
253	1.89
254	2.17
255	1.9
256	1.93
257	1.93
258	1.39
259	1.68
260	1.65
261	2.66
262	1.63
263	1.89
264	2.75
265	1.91
266	1.97
267	1.95
268	2.69
269	2.23
270	2.21
271	3.05
272	1.51
273	3.48
274	1.91
275	1.53
276	1.64
277	1.86
278	1.64
279	2.12
280	2.24
281	1.94
282	1.62
283	2.07
284	1.62
285	1.7
286	2.35
287	1.8
288	1.73
289	1.89
290	1.62
291	2.31
292	1.88
293	1.85
294	2.12
295	2.07
296	2.26
297	1.8
298	1.6
299	1.74
300	1.59
301	1.57
302	2.7
303	1.64
304	1.69
305	2.1
306	1.52
307	2.77
308	1.72
309	2.52
310	1.88
311	2.01
312	1.7
